Experiment	Run	SortedStrain	ProjectID	TaxID	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id		Sample	BioSample	SampleType		ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX17761070	ERR022164	8325	885804	1280	2011-03-18 11:37:43	2012-07-22 3:31:28	3284621	377731415	0	115	197		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022164/ERR022164.sralite.1	NT202641N	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	197	50	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002285	SAMEA931456	simple		Staphylococcus aureus	SAMEA931456							no					SC	ERA015098		public	95A1A679D5EF4BC9C3D4A35CB563E0FD	AB9136083B0DAF48F4325B692A8C71F6		
SRX17761071	ERR022165	8325	885804	1280	2011-03-18 11:37:43	2012-07-22 3:39:56	6022687	692609005	0	115	360		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022165/ERR022165.sralite.1	NT202642O	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	197	46	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002295	SAMEA931433	simple		Staphylococcus aureus	SAMEA931433							no					SC	ERA015098		public	AAF2DDE424B67041B1131734B6D27DC0	EDD673DB2ACEEE5A4E1E7DE6C60ED0A8		
SRX17761072	ERR022166	8325	885804	1280	2011-03-18 11:37:43	2012-07-22 3:35:43	4061691	467094465	0	115	241		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022166/ERR022166.sralite.1	NT202643P	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	183	53	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002294	SAMEA931415	simple		Staphylococcus aureus	SAMEA931415							no					SC	ERA015098		public	A578235CE6452A51D258022C35293149	09491C01E1D7E6F84A013F1E40C51C28		
SRX17761073	ERR022167	8325	885804	1280	2011-03-18 11:37:43	2012-07-22 3:38:14	4790708	550931420	0	115	284		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022167/ERR022167.sralite.1	NT202644Q	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	198	51	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002293	SAMEA931411	simple		Staphylococcus aureus	SAMEA931411							no					SC	ERA015098		public	0378BD46C8A048CADDFE6EB730003FD5	D161A1C282F1D0FDA804F828CAC5348D		
SRX17761074	ERR022168	8325	885804	1280	2011-03-18 11:37:43	2012-07-22 3:44:26	6544877	752660855	0	115	386		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022168/ERR022168.sralite.1	NT202645R	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	191	50	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002292	SAMEA931410	simple		Staphylococcus aureus	SAMEA931410							no					SC	ERA015098		public	D3F4B79BFEBDBB73E5A69649531E0985	516D1BC2F2792299448BA474BA1BBCA8		
SRX17761075	ERR022169	8325	885804	1280	2011-03-18 11:37:43	2012-07-22 3:39:05	3111781	357854815	0	115	186		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022169.sralite.1	NT202646S	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	193	50	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002291	SAMEA931413	simple		Staphylococcus aureus	SAMEA931413							no					SC	ERA015098		public	EC5FB207728F10DB13C18D6C301D1025	478F6BC34BC5842EE3A0F8DC3DE2C332		
SRX17761076	ERR022170	8325	885804	1280	2011-03-18 11:37:44	2012-07-22 3:44:41	3480793	400291195	0	115	206		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022170.sralite.1	NT202647T	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	207	53	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002290	SAMEA931412	simple		Staphylococcus aureus	SAMEA931412							no					SC	ERA015098		public	D6AC5695D2CCF5C7FB3C056E9EDA61D0	0AFC92E93EB62B8C5F911C8B62BFE35C		
SRX17761077	ERR022171	8325	885804	1280	2011-03-18 11:37:44	2012-07-22 3:37:18	2838027	326373105	0	115	168		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022171.sralite.1	NT202648U	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	190	44	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002289	SAMEA931459	simple		Staphylococcus aureus	SAMEA931459							no					SC	ERA015098		public	D4204B714815725D0D4E962CE977D8A0	57858A2CC7718CF2194E055583683148		
SRX17761078	ERR2231558	8325	885804	451516	2018-02-05 7:42:36	2018-02-05 7:56:32	1012014	152587349	1012014	150	75		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231558.sralite.1	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	600	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068286	SAMEA104450344	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450344							no					KAIST	ERA1168341		public	A315C995F65B79061092E49CE4D2824D	86D49913C66A78620A915D9F9E9D91ED		
SRX17761079	ERR2231559	8325	885804	451516	2018-02-05 7:42:36	2018-02-05 7:56:43	808089	121923767	808089	150	59		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231559.sralite.1	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	600	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068287	SAMEA104450345	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450345							no					KAIST	ERA1168341		public	78B97B1276E9388B4FE64F6C776504E3	ABDBC437CAC5056681A0DCBB543C86CE		
SRX17761080	ERR2231560	8325	885804	451516	2018-02-05 7:42:36	2018-02-05 7:56:56	1269919	191567010	1269919	150	93		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231560.sralite.1	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	600	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068288	SAMEA104450346	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450346							no					KAIST	ERA1168341		public	146F67638A2C5D11E8F8446E876FEF2F	06E39AA7AB217170B1C03814BA4B5B80		
SRX17761081	ERR2231561	8325	885804	451516	2018-02-05 7:42:36	2018-02-05 7:57:11	2633713	396948665	2633713	150	187		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231561.sralite.1	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	600	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068289	SAMEA104450347	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450347							no					KAIST	ERA1168341		public	B7BD0797BC5AED8711C589870E54B763	D01A559EF83B248C6C96F0A6B5A0EC46		
SRX17761082	ERR2231562	8325	885804	451516	2018-02-05 7:42:36	2018-02-05 7:57:25	1338127	201902020	1338127	150	94		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231562.sralite.1	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	600	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068290	SAMEA104450348	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450348							no					KAIST	ERA1168341		public	E0B1E4F9D645A136BB26B00147C24881	0E951E3AA52DEDC917E470B1D7E17829		
SRX17761083	ERR2231563	8325	885804	451516	2018-02-05 7:42:36	2018-02-05 7:57:43	2676100	404172126	2676100	151	186		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231563.sralite.1	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	600	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068291	SAMEA104450349	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450349							no					KAIST	ERA1168341		public	12BA335419C01C8D9257BDD867636237	9661EE933E0AC735BF2E404CE622A295		
SRX17761084	ERR2231564	8325	885804	451516	2018-02-05 7:42:36	2018-02-05 7:57:56	823500	124229793	823500	150	61		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231564.sralite.1	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	600	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068292	SAMEA104450350	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450350							no					KAIST	ERA1168341		public	B8D56AB7099665042DDC385E05CC3446	13118026B8306FB99B2A22EDCB9F1802		
SRX17761085	ERR2231565	8325	885804	451516	2018-02-05 7:42:36	2018-02-05 7:58:08	856395	129242443	856395	150	60		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231565.sralite.1	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	600	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068293	SAMEA104450351	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450351							no					KAIST	ERA1168341		public	8872E0F0627F4C7DF87EA12174FBED57	5309D17E85BC46AE52DBF13285B2681A		
SRX17761086	ERR2231573	8325	885804	451516	2018-02-05 7:42:37	2018-02-05 7:58:27	5262325	794764467	5262325	151	365		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231573.sralite.1	unspecified	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068431	SAMEA104450489	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450489							no					KAIST	ERA1168354		public	1A84514760316074AC50730210E72D48	033567FA832C75F02E61304A22836D67		
SRX17761087	ERR2231574	8325	885804	451516	2018-02-05 7:42:37	2018-02-05 7:58:38	6392765	965591050	6392765	151	437		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231574.sralite.1	unspecified	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068432	SAMEA104450490	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450490							no					KAIST	ERA1168354		public	6FBD8657F76CD5CEE0264B05C409BF46	04423AE757F339BC098D213A02BCF5E9		
SRX17761088	ERR2231575	8325	885804	451516	2018-02-05 7:42:37	2018-02-05 7:58:47	4184429	631970823	4184429	151	331		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231575.sralite.1	unspecified	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068433	SAMEA104450491	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450491							no					KAIST	ERA1168354		public	6C97D91037E6F3934482116FDBAC2DF5	B7402DB15E1B9CE51409E4AE4A199A60		
SRX17761089	ERR2231576	8325	885804	451516	2018-02-05 7:42:37	2018-02-05 7:59:00	4866789	735062655	4866789	151	330		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231576.sralite.1	unspecified	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068434	SAMEA104450492	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450492							no					KAIST	ERA1168354		public	2C3A0E8096BC226D72A806395062E7BA	E0380CE05821AF1AD627A435D5CAC505		
SRX17761090	ERR2231577	8325	885804	451516	2018-02-05 7:42:37	2018-02-05 7:59:10	7048216	1064517722	7048216	151	478		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231577.sralite.1	unspecified	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068435	SAMEA104450493	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450493							no					KAIST	ERA1168354		public	77EAD30A69759541F71A9F4A54BE7E1A	7550B03D4C66C4AC4F49E30C756ECB0E		
SRX17761091	ERR2231578	8325	885804	451516	2018-02-05 7:42:37	2018-02-05 7:59:31	5445146	822358021	5445146	151	374		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231578.sralite.1	unspecified	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068436	SAMEA104450494	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450494							no					KAIST	ERA1168354		public	727D4908F2F39A5FCA8163846CBB0CD1	28188D6E20CA311EF9E02033FF549EAE		
SRX17761092	ERR2231579	8325	885804	451516	2018-02-05 7:42:37	2018-02-05 7:59:42	7705340	1163826146	7705340	151	528		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231579.sralite.1	unspecified	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068437	SAMEA104450495	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450495							no					KAIST	ERA1168354		public	9F863FDC1F0C107ED55B42C5FAEC6C21	9D629CFAD87E48D7F646BE909A2529C4		
SRX17761093	ERR2231580	8325	885804	451516	2018-02-05 7:42:37	2018-02-05 8:00:05	5919454	894094950	5919454	151	409		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/231/ERR2231580.sralite.1	unspecified	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina MiSeq	ERP105769	PRJEB23980			ERS2068438	SAMEA104450496	simple		Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA104450496							no					KAIST	ERA1168354		public	117FE0EFEAEC4918DA57499FFEC3B181	FA41349D79BD776AA91D2432FDC4B5E8		
SRX17761094	ERR2242409	8325	885804	426430	2018-07-03 16:28:18	2021-10-17 17:58:12	12580914	3136946656	12580914	249	1293		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2242/ERR2242409/ERR2242409.lite.2	Nwmn_con_1_p	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	115	18	ILLUMINA	Illumina HiSeq 2500	ERP106183	PRJEB24365			ERS2085501	SAMEA104467559	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMEA104467559							no					CGR University of Liverpool	ERA1179267		public	EFF654CD5073DF1BA58B29836EB13B61	8CD6A657A22704B5508A919C975D174D		
SRX17761095	ERR2242410	8325	885804	426430	2018-07-03 16:28:18	2021-10-17 17:55:27	10688049	2663066174	10688049	249	1086		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2242/ERR2242410/ERR2242410.lite.2	Nwmn_con_2_p	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	114	20	ILLUMINA	Illumina HiSeq 2500	ERP106183	PRJEB24365			ERS2085502	SAMEA104467560	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMEA104467560							no					CGR University of Liverpool	ERA1179267		public	22FCFF68C772EF19E98CD048CEECB775	2C85742CE01174E6094888EB5E4B4E9C		
SRX17833718	ERR2242411	SH1000	888360	426430	2018-07-03 16:28:18	2022-07-30 18:58:04	11203295	2788053752	11203295	248	1115		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2242/ERR2242411/ERR2242411.lite.2	Nwmn_con_3_p	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	116	18	ILLUMINA	Illumina HiSeq 2500	ERP106183	PRJEB24365			ERS2085503	SAMEA104467561	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMEA104467561							no					CGR University of Liverpool	ERA1179267		public	8FDAB458168BFC440F90A95BB9C25ED4	6AA38EEA0D6BE1B678B03C1E1D28DAAF		
SRX17833719	ERR2242412	SH1000	888360	426430	2018-07-03 16:28:18	2022-07-19 1:39:52	11448873	2846147621	11448873	248	1128		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2242/ERR2242412/ERR2242412.lite.2	Nwmn_squ_1_p	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	110	21	ILLUMINA	Illumina HiSeq 2500	ERP106183	PRJEB24365			ERS2085504	SAMEA104467562	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMEA104467562							no					CGR University of Liverpool	ERA1179267		public	F03E6D5EC93F95BDC2BC3ACE22A3EF21	A733F31E70F189E72FE19DB0EFB843A3		
SRX2656779	ERR2242413	HG001	379804	426430	2018-07-03 16:28:18	2022-07-30 5:52:54	10668766	2657031773	10668766	249	1065		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2242/ERR2242413/ERR2242413.lite.2	Nwmn_squ_2_p	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	113	21	ILLUMINA	Illumina HiSeq 2500	ERP106183	PRJEB24365			ERS2085505	SAMEA104467563	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMEA104467563							no					CGR University of Liverpool	ERA1179267		public	8CEBB40B3540D41ED0B04E20B9636604	DED676E68178934E34694783B8063C25		
SRX2656780	ERR2242414	HG001	379804	426430	2018-07-03 16:28:18	2021-10-17 17:56:42	12943640	3226696532	12943640	249	1314		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2242/ERR2242414/ERR2242414.lite.2	Nwmn_squ_3_p	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	115	18	ILLUMINA	Illumina HiSeq 2500	ERP106183	PRJEB24365			ERS2085506	SAMEA104467564	simple		Staphylococcus aureus subsp. aureus str. Newman	SAMEA104467564							no					CGR University of Liverpool	ERA1179267		public	B0914534A969775A5E64F7ADE795FE20	408B9561DDBAE63526F669515D139552		
SRX2656781	ERR2677724	HG001	379804	1280	2018-07-15 8:21:41	2018-07-19 10:01:57	10904579	811576108	0	74	337		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677724.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593060	SAMEA4773106	simple		Staphylococcus aureus	SAMEA4773106							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	45EE8421136019D269E6B8A69B9FFA12	24B098F5E244596E0B5195791F6891FF		
SRX2656782	ERR2677725	HG001	379804	1280	2018-07-15 8:21:41	2018-07-19 10:02:15	11968685	891065099	0	74	368		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677725.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593061	SAMEA4773107	simple		Staphylococcus aureus	SAMEA4773107							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	5003D09A55B2C5604EB8BAA2A45116BF	D86CB0E997DC4918BA04A956F998B120		
SRX2656783	ERR2677726	HG001	379804	1280	2018-07-15 8:21:41	2018-07-19 10:02:40	11983752	892096998	0	74	371		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677726.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593062	SAMEA4773108	simple		Staphylococcus aureus	SAMEA4773108							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	A28CA86EB99EA55CA7C164D6C3869231	5BD966C03B030295527FEADFB724DD26		
SRX2656784	ERR2677727	HG001	379804	1280	2018-07-15 8:21:41	2018-07-19 10:03:17	12711887	946604642	0	74	392		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/677/ERR2677727.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593063	SAMEA4773109	simple		Staphylococcus aureus	SAMEA4773109							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	D51EE0AD5E8CED223CA283BC9BF4A934	2879B68064882E10CD5F8544CB27E754		
SRX322986	ERR2677728	RN4220	212142	1280	2018-07-15 8:21:41	2018-07-19 10:03:22	12088253	899401509	0	74	373		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677728.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593064	SAMEA4773110	simple		Staphylococcus aureus	SAMEA4773110							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	832983F3BCD305A3891AB7B3DA0AB6C0	0ED0502E12327249E733573098F5E2B3		
SRX322987	ERR2677729	RN4220	212142	1280	2018-07-15 8:21:41	2018-07-19 10:04:07	11592863	863873544	0	74	358		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677729.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593065	SAMEA4773111	simple		Staphylococcus aureus	SAMEA4773111							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	1823FE5DB6B1BCCD1CA766F5C7C9DAFF	1F8073DBCD6C7884DAFEF3FD25355B9A		
SRX322988	ERR2677730	RN4220	212142	1280	2018-07-15 8:21:41	2018-07-19 10:04:23	11339715	843240913	0	74	350		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/677/ERR2677730.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593066	SAMEA4773112	simple		Staphylococcus aureus	SAMEA4773112							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	18CF1DB3DDBA1493624ED957E7193D04	59EFAAF98BC22221E3FCD765B58D9BDD		
SRX3283115	ERR2677731	HG003	414251	1280	2018-07-15 8:21:41	2018-07-19 10:04:18	12302797	916078894	0	74	378		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677731.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593067	SAMEA4773113	simple		Staphylococcus aureus	SAMEA4773113							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	DBF81B1E69B752C8C030DF3A4CE7D0FA	BD13EACDC03159CA3F7D4EE54C98552B		
SRX3343295	ERR2677732	HG003	416319	1280	2018-07-15 8:21:41	2018-07-19 10:05:00	11588043	862812632	0	74	360		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/677/ERR2677732.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593068	SAMEA4773114	simple		Staphylococcus aureus	SAMEA4773114							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	C4D93E1F6F52215366F7FB5CEADF81DE	962604600279B6EA350B79C1F61F0DA4		
SRX3343296	ERR2677733	HG003	416319	1280	2018-07-15 8:21:41	2018-07-19 10:05:06	11107514	827202580	0	74	341		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677733.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593069	SAMEA4773115	simple		Staphylococcus aureus	SAMEA4773115							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	A632DF69D29FC8D99A4069A605610210	A725782A04FB617EB792BCFB592DE37F		
SRX3343297	ERR2677734	HG003	416319	1280	2018-07-15 8:21:41	2018-07-19 10:05:10	12154113	904995000	0	74	374		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677734.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593070	SAMEA4773116	simple		Staphylococcus aureus	SAMEA4773116							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	93C5DD520BE1A1DD4AB8AFB9799F6197	AD3E05027315FC30595CE1C36A736D38		
SRX3343298	ERR2677735	HG003	416319	1280	2018-07-15 8:21:41	2018-07-19 10:05:37	7800978	580507998	0	74	240		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677735.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593071	SAMEA4773117	simple		Staphylococcus aureus	SAMEA4773117							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	2822F689EED7513C29A4467E3619000F	C47DB11AD09E095BD3C394A61930D62D		
